day,country,"player size",opportunities,"ad requests",impressions,"fillrate %",revenue,rpm,"impression rpm",cost
2018-11-11,TL,720x1280,1,845,0,0,0,0,0,0
2018-11-11,SA,1920x1080,329,43990,17,5.16,.03,.10,2.05,.03
2018-11-11,AR,728x1280,63,7272,4,6.34,0,.09,1.44,0
2018-11-11,MN,400x728,2,90,0,0,0,0,0,0
2018-11-11,IE,320x100,1,99,0,0,0,0,0,0
2018-11-11,KW,480x320,75,863,0,0,0,0,0,0
2018-11-11,BA,1024x768,1,54,0,0,0,0,0,0
2018-11-11,MG,1920x1080,1,90,0,0,0,0,0,0
2018-11-11,SO,1280x728,1,81,0,0,0,0,0,0
2018-11-11,VG,300x250,84,81,0,0,0,0,0,0
2018-11-11,DE,1280x720,66,7681,2,3.03,0,.04,1.60,0
2018-11-11,BE,300x250,9,16536,0,0,0,0,0,0
2018-11-11,DJ,720x1280,1,499,0,0,0,0,0,0
2018-11-11,AR,728x1024,109,19945,6,5.50,0,.08,1.53,0
2018-11-11,CM,1920x1080,1,509,0,0,0,0,0,0
2018-11-11,CO,320x480,4183,9445,39,.93,.05,.01,1.51,.04
2018-11-11,MU,300x250,7,9,0,0,0,0,0,0
2018-11-11,LA,720x1280,41,9590,0,0,0,0,0,0
2018-11-11,DZ,480x320,1,9,0,0,0,0,0,0
2018-11-11,JE,1280x720,23,2009,0,0,0,0,0,0
2018-11-11,CZ,1280x728,1,445,0,0,0,0,0,0
2018-11-11,CA,728x400,6,2109,0,0,0,0,0,0
2018-11-11,IN,400x300,0,9,0,0,0,0,0,0
2018-11-11,AS,300x250,29,54,0,0,0,0,0,0
2018-11-11,KW,320x50,1,181,0,0,0,0,0,0
2018-11-11,GD,768x1024,14,2272,0,0,0,0,0,0
2018-11-11,VN,1920x1080,3,263,0,0,0,0,0,0
2018-11-11,DO,728x1280,7,2281,0,0,0,0,0,0
2018-11-11,EC,320x50,235,409,0,0,0,0,0,0
2018-11-11,MX,720x400,1,309,0,0,0,0,0,0
2018-11-11,CO,1280x720,407,63299,35,8.59,.05,.12,1.45,0
2018-11-11,SE,1920x1080,305,33936,30,9.83,.04,.15,1.62,0
2018-11-11,NZ,720x1280,98,19872,8,8.16,.01,.13,1.64,0
2018-11-11,TN,768x1024,45,6372,0,0,0,0,0,0
2018-11-11,LA,728x1280,18,5709,0,0,0,0,0,0
2018-11-11,US,152x100,1,0,0,0,0,0,0,0
2018-11-11,SZ,1280x720,2,181,0,0,0,0,0,0
2018-11-11,LV,480x320,1,0,0,0,0,0,0,0
2018-11-11,GB,640x360,2,218,0,0,0,0,0,0
2018-11-11,IE,720x1080,0,18,0,0,0,0,0,0
2018-11-11,GE,728x1024,1,127,0,0,0,0,0,0
2018-11-11,PH,1920x1080,221,9427,0,0,0,0,0,0
2018-11-11,BB,1280x728,8,136,0,0,0,0,0,0
2018-11-11,US,300x350,1,299,0,0,0,0,0,0
2018-11-11,LV,768x1024,17,3045,0,0,0,0,0,0
2018-11-11,BR,320x50,756,3218,0,0,0,0,0,0
2018-11-11,IE,728x1024,8,1145,0,0,0,0,0,0
2018-11-11,CY,720x1280,3,663,0,0,0,0,0,0
2018-11-11,AS,768x1024,45,9254,0,0,0,0,0,0
2018-11-11,TO,1024x768,1,0,0,0,0,0,0,0
2018-11-11,LK,728x1024,5,363,0,0,0,0,0,0
2018-11-11,NL,480x320,16073,44609,70,.43,.18,.01,2.66,.13
2018-11-11,CR,0x0,0,72,0,0,0,0,0,0
2018-11-11,LB,728x1280,79,9172,2,2.53,0,.03,1.56,0
2018-11-11,GH,1920x1080,1,109,0,0,0,0,0,0
2018-11-11,CG,300x250,192,272,0,0,0,0,0,0
2018-11-11,PH,400x300,0,254,0,0,0,0,0,0
2018-11-11,PL,320x50,321,263,0,0,0,0,0,0
2018-11-11,PS,480x320,5,227,0,0,0,0,0,0
2018-11-11,CL,1280x720,288,37036,9,3.12,.01,.04,1.46,0
2018-11-11,IR,300x250,19,2490,0,0,0,0,0,0
2018-11-11,TM,768x1024,17,3245,0,0,0,0,0,0
2018-11-11,HU,320x50,106,109,0,0,0,0,0,0
2018-11-11,MX,640x480,1,154,0,0,0,0,0,0
2018-11-11,BT,720x1280,16,2718,0,0,0,0,0,0
2018-11-11,UZ,768x1024,197,40390,2,1.01,0,.01,1.50,0
2018-11-11,CY,728x1024,1,199,0,0,0,0,0,0
2018-11-11,PR,320x50,77,99,0,0,0,0,0,0
2018-11-11,HK,320x480,9324,968426,256,2.74,.40,.04,1.57,.01
2018-11-11,PL,1024x768,65,436,0,0,0,0,0,0
2018-11-11,LK,720x1280,13,4745,0,0,0,0,0,0
2018-11-11,CY,320x480,94,2018,0,0,0,0,0,0
2018-11-11,ZA,768x1024,11375,2540652,6254,54.98,9.67,.85,1.54,.59
2018-11-11,LT,720x1280,1,281,0,0,0,0,0,0
2018-11-11,ZW,300x250,724,827,0,0,0,0,0,0
2018-11-11,NU,300x250,6,0,0,0,0,0,0,0
2018-11-11,CO,1280x728,56,15745,38,67.85,.05,1.00,1.48,0
2018-11-11,AE,300x250,15744,346154,72,.45,.12,0,1.76,0
2018-11-11,FJ,768x1024,38,2899,0,0,0,0,0,0
2018-11-11,HK,320x50,497,1390,1,.20,0,0,2.00,0
2018-11-11,MZ,1920x1080,1,0,0,0,0,0,0,0
2018-11-11,CZ,1280x720,3,0,0,0,0,0,0,0
2018-11-11,SK,768x1024,37,4672,0,0,0,0,0,0
2018-11-11,JE,1280x728,1,63,0,0,0,0,0,0
2018-11-11,SE,728x1280,552,46027,213,38.58,.38,.69,1.78,0
2018-11-11,LK,728x1280,6,1009,0,0,0,0,0,0
2018-11-11,WF,1024x768,1,736,0,0,0,0,0,0
2018-11-11,AE,400x728,112,88627,9,8.03,.01,.16,2.00,0
2018-11-11,TJ,728x1280,2,781,0,0,0,0,0,0
2018-11-11,SO,1280x720,18,2945,0,0,0,0,0,0
2018-11-11,DE,1280x728,11,3518,4,36.36,0,.81,2.25,0
2018-11-11,FR,728x1024,45,11581,8,17.77,.01,.33,1.90,0
2018-11-11,GP,1280x720,1,0,0,0,0,0,0,0
2018-11-11,EC,480x320,118,1654,0,0,0,0,0,0
2018-11-11,DK,320x480,31655,134372,711,2.24,1.90,.06,2.67,1.24
2018-11-11,QA,480x320,67,136,2,2.98,0,.04,1.50,0
2018-11-11,MK,300x250,305,454,0,0,0,0,0,0
2018-11-11,MX,768x1024,209516,73925753,73802,35.22,119.88,.57,1.62,118.42
2018-11-11,RU,1280x760,9,1236,0,0,0,0,0,0
2018-11-11,AZ,300x250,1463,2454,0,0,0,0,0,0
2018-11-11,VN,768x1024,288,56109,0,0,0,0,0,0
2018-11-11,CR,728x1024,482,282699,40,8.29,.06,.12,1.53,0
2018-11-11,TR,1280x760,1,9,0,0,0,0,0,0
2018-11-11,CH,1024x768,222,21645,10,4.50,.01,.08,1.94,0
2018-11-11,TJ,300x250,779,781,0,0,0,0,0,0
2018-11-11,TN,720x1080,1,0,0,0,0,0,0,0
2018-11-11,CR,480x320,172,1454,0,0,0,0,0,0
2018-11-11,BE,728x1280,17,3845,0,0,0,0,0,0
2018-11-11,AE,640x360,0,9,0,0,0,0,0,0
2018-11-11,KZ,300x250,117,927,0,0,0,0,0,0
2018-11-11,FR,1920x1080,14,1645,0,0,0,0,0,0
2018-11-11,AL,320x480,17,27,0,0,0,0,0,0
2018-11-11,VE,728x1280,3,1190,2,66.66,0,.96,1.44,0
2018-11-11,SA,320x50,82,190,0,0,0,0,0,0
2018-11-11,BE,318x480,1,0,0,0,0,0,0,0
2018-11-11,UZ,720x1280,4,918,0,0,0,0,0,0
2018-11-11,AS,728x1024,4,1045,0,0,0,0,0,0
2018-11-11,HN,0x0,0,36,0,0,0,0,0,0
2018-11-11,HN,1920x1080,1,0,0,0,0,0,0,0
2018-11-11,GD,1280x720,48,2381,0,0,0,0,0,0
2018-11-11,KE,1280x720,6,927,0,0,0,0,0,0
2018-11-11,RU,728x1280,70,9581,0,0,0,0,0,0
2018-11-11,PE,768x1024,5502,1866516,919,16.70,1.50,.27,1.63,1.40
2018-11-11,JM,1920x1080,1,0,0,0,0,0,0,0
2018-11-11,PS,1920x1080,1,0,0,0,0,0,0,0
2018-11-11,CA,1280x728,3311,319490,1042,31.47,1.91,.57,1.83,0
2018-11-11,IL,320x100,29,45,0,0,0,0,0,0
2018-11-11,ZM,728x1024,1,0,0,0,0,0,0,0
2018-11-11,IT,720x1280,25,5245,0,0,0,0,0,0
2018-11-11,ID,1280x720,2332,140408,7,.30,.01,0,1.50,0
2018-11-11,MM,480x320,58,3299,0,0,0,0,0,0
2018-11-11,NZ,728x250,0,9,0,0,0,0,0,0
2018-11-11,IQ,728x1280,5,354,0,0,0,0,0,0
2018-11-11,CN,1280x720,4,663,0,0,0,0,0,0
2018-11-11,YE,320x50,1,0,0,0,0,0,0,0
2018-11-11,BR,320x480,312826,15969593,6664,2.13,11.57,.03,1.73,.99
2018-11-11,UZ,728x1280,6,1718,0,0,0,0,0,0
2018-11-11,IT,1280x728,3,372,0,0,0,0,0,0
2018-11-11,KR,300x250,271,1199,0,0,0,0,0,0
2018-11-11,NO,768x1024,99,9418,18,18.18,.04,.44,2.45,0
2018-11-11,TW,720x1280,255,50872,12,4.70,.02,.11,2.38,0
2018-11-11,SG,720x1280,199,11627,9,4.52,.02,.10,2.40,.02
2018-11-11,UZ,728x1024,4,427,0,0,0,0,0,0
2018-11-11,BB,300x250,80,63,0,0,0,0,0,0
2018-11-11,RO,320x480,163,1481,6,3.68,0,.05,1.49,0
2018-11-11,GE,480x320,17,18,0,0,0,0,0,0
2018-11-11,ET,480x320,3,18,0,0,0,0,0,0
2018-11-11,GD,1920x1080,7,190,0,0,0,0,0,0
2018-11-11,BE,1024x768,117,1472,1,.85,0,.01,1.38,0
2018-11-11,RU,728x1024,161,188327,0,0,0,0,0,0
2018-11-11,VN,300x250,2716,50399,0,0,0,0,0,0
2018-11-11,ZW,720x1280,5,1545,0,0,0,0,0,0
2018-11-11,GD,320x480,312,999,0,0,0,0,0,0
2018-11-11,SO,480x320,11,154,0,0,0,0,0,0
2018-11-11,VE,728x1024,2,999,0,0,0,0,0,0
2018-11-11,MG,1280x720,4,1145,0,0,0,0,0,0
2018-11-11,GB,720x1280,139,28490,1,.71,0,0,1.33,0
2018-11-11,NA,1024x768,1,18,0,0,0,0,0,0
2018-11-11,KG,300x250,1203,1490,0,0,0,0,0,0
2018-11-11,AI,720x1280,1,0,0,0,0,0,0,0
2018-11-11,SA,480x320,3264,5463,0,0,0,0,0,0
2018-11-11,LS,720x1280,2,199,0,0,0,0,0,0
2018-11-11,DZ,320x480,3,136,0,0,0,0,0,0
2018-11-11,NO,320x50,2,0,0,0,0,0,0,0
2018-11-11,CN,1920x1080,3,709,0,0,0,0,0,0
2018-11-11,BE,728x1024,4,181,0,0,0,0,0,0
2018-11-11,PY,480x320,12,54,0,0,0,0,0,0
2018-11-11,GA,300x250,713,1045,0,0,0,0,0,0
2018-11-11,US,728x400,16,263,0,0,0,0,0,0
2018-11-11,FM,300x250,116,72,0,0,0,0,0,0
2018-11-11,HT,300x250,193,2972,0,0,0,0,0,0
2018-11-11,US,1920x1080,97971,6942311,46567,47.53,73.19,.74,1.57,2.78
2018-11-11,CN,1280x728,1,72,0,0,0,0,0,0
2018-11-11,US,980x650,369,37745,50,13.55,.09,.25,1.88,.09
2018-11-11,ID,1280x728,69,10745,0,0,0,0,0,0
2018-11-11,MZ,768x1024,16,2199,0,0,0,0,0,0
2018-11-11,IT,1280x720,45,1527,0,0,0,0,0,0
2018-11-11,BJ,720x1280,3,45,0,0,0,0,0,0
2018-11-11,GL,400x728,1,0,0,0,0,0,0,0
2018-11-11,AR,0x0,51,390,0,0,0,0,0,0
2018-11-11,CA,1280x720,38941,4503686,18637,47.85,30.32,.77,1.62,.30
2018-11-11,MQ,300x250,3,1254,0,0,0,0,0,0
2018-11-11,IQ,480x320,113,1099,0,0,0,0,0,0
2018-11-11,ME,768x1024,6,2209,0,0,0,0,0,0
2018-11-11,GD,1280x728,1,0,0,0,0,0,0,0
2018-11-11,PS,320x480,67,1263,0,0,0,0,0,0
2018-11-11,MM,320x50,24,2518,0,0,0,0,0,0
2018-11-11,SK,320x480,137,272,0,0,0,0,0,0
2018-11-11,BA,768x1024,31,6381,0,0,0,0,0,0
2018-11-11,IR,1920x1080,1,109,0,0,0,0,0,0
2018-11-11,GM,728x1024,1,209,0,0,0,0,0,0
2018-11-11,SD,720x1280,1,445,0,0,0,0,0,0
2018-11-11,KZ,720x1280,17,3881,0,0,0,0,0,0
2018-11-11,BB,320x480,2,27,0,0,0,0,0,0
2018-11-11,AF,0x0,2,127,0,0,0,0,0,0
2018-11-11,ID,1920x1080,1630,165863,4,.24,0,0,1.50,0
2018-11-11,US,300x250,817573,4119950,16776,2.05,30.56,.03,1.82,20.97
2018-11-11,MN,728x1280,9,3872,0,0,0,0,0,0
2018-11-11,LY,728x1024,1,36,0,0,0,0,0,0
2018-11-11,SA,320x100,19,27,0,0,0,0,0,0
2018-11-11,BE,1920x1080,3,390,0,0,0,0,0,0
2018-11-11,MX,480x360,59,16945,0,0,0,0,0,0
2018-11-11,GA,320x480,110,199,0,0,0,0,0,0
2018-11-11,GB,300x250,1964,17018,0,0,0,0,0,0
2018-11-11,MX,320x100,21,263,0,0,0,0,0,0
2018-11-11,HU,1280x720,1,0,0,0,0,0,0,0
2018-11-11,BO,720x1280,1,1399,0,0,0,0,0,0
2018-11-11,PA,728x1280,15,4027,1,6.66,0,.10,1.60,0
2018-11-11,AF,1024x768,22,1309,0,0,0,0,0,0
2018-11-11,BY,728x1024,1,36,0,0,0,0,0,0
2018-11-11,CO,320x100,51,0,0,0,0,0,0,0
2018-11-11,SM,320x480,0,99,0,0,0,0,0,0
2018-11-11,MX,1920x1080,5370,1142707,462,8.60,.72,.13,1.57,.07
2018-11-11,BY,728x1280,1,299,0,0,0,0,0,0
2018-11-11,PF,320x480,25,99,0,0,0,0,0,0
2018-11-11,PA,728x1024,45,10899,2,4.44,0,.08,1.95,0
2018-11-11,ID,480x320,291,1654,0,0,0,0,0,0
2018-11-11,BW,768x1024,26,4799,0,0,0,0,0,0
2018-11-11,GW,728x1280,1,281,0,0,0,0,0,0
2018-11-11,IE,320x480,1072,20772,1,.09,0,0,2.54,0
2018-11-11,DE,480x320,902,17863,8,.88,.01,.01,1.70,0
2018-11-11,BW,320x480,12,18,0,0,0,0,0,0
2018-11-11,BO,1024x768,0,227,0,0,0,0,0,0
2018-11-11,PK,300x250,2670,4490,0,0,0,0,0,0
2018-11-11,JP,300x250,40,1381,0,0,0,0,0,0
2018-11-11,LY,728x1280,1,0,0,0,0,0,0,0
2018-11-11,AU,400x300,1,354,1,100.00,0,2.50,2.50,0
2018-11-11,NI,768x1024,60,15945,4,6.66,0,.10,1.50,0
2018-11-11,UA,1920x1080,10,1281,0,0,0,0,0,0
2018-11-11,GQ,300x250,58,27,0,0,0,0,0,0
2018-11-11,US,200x0,0,490,0,0,0,0,0,0
2018-11-11,MY,1920x1080,90,3827,1,1.11,0,.01,1.44,0
2018-11-11,PA,1280x760,1,0,0,0,0,0,0,0
2018-11-11,CV,768x1024,28,5854,0,0,0,0,0,0
2018-11-11,AU,728x1024,8041,1281407,5855,72.81,9.28,1.15,1.58,0
2018-11-11,LK,1920x1080,1,163,0,0,0,0,0,0
2018-11-11,EE,320x480,123,2672,0,0,0,0,0,0
2018-11-11,SC,768x1024,37,4745,0,0,0,0,0,0
2018-11-11,IN,300x250,28027,86499,1,0,0,0,1.50,0
2018-11-11,UG,320x100,1,18,0,0,0,0,0,0
2018-11-11,MN,480x320,20,2272,0,0,0,0,0,0
2018-11-11,KW,400x728,35,35027,0,0,0,0,0,0
2018-11-11,TL,320x480,31,381,0,0,0,0,0,0
2018-11-11,LB,1920x1080,351,43245,2,.56,0,0,1.44,0
2018-11-11,EG,1280x728,2,18,0,0,0,0,0,0
2018-11-11,SE,320x50,11,18,0,0,0,0,0,0
2018-11-11,SC,728x1280,2,72,0,0,0,0,0,0
2018-11-11,MV,728x1280,1,0,0,0,0,0,0,0
2018-11-11,ML,480x320,63,227,0,0,0,0,0,0
2018-11-11,SY,720x1280,12,736,0,0,0,0,0,0
2018-11-11,PH,768x1024,244,19718,1,.40,0,0,1.46,0
2018-11-11,BH,1920x1080,59,5054,10,16.94,.01,.26,1.58,0
2018-11-11,AR,1280x728,44,4781,0,0,0,0,0,0
2018-11-11,MN,300x250,1446,1972,0,0,0,0,0,0
2018-11-11,BH,720x1280,21,5863,8,38.09,.01,.60,1.59,0
2018-11-11,US,380x480,331,2836,0,0,0,0,0,0
2018-11-11,BM,1920x1080,3,199,0,0,0,0,0,0
2018-11-11,BS,320x480,1,290,0,0,0,0,0,0
2018-11-11,MA,320x100,5,9,0,0,0,0,0,0
2018-11-11,AF,768x1024,64,10572,0,0,0,0,0,0
2018-11-11,CL,1920x1080,117,19509,12,10.25,.01,.14,1.46,0
2018-11-11,AT,360x640,0,372,0,0,0,0,0,0
2018-11-11,KG,728x1280,7,1481,0,0,0,0,0,0
2018-11-11,LY,768x1024,22,2127,0,0,0,0,0,0
2018-11-11,NL,360x640,0,81,0,0,0,0,0,0
2018-11-11,GP,1024x768,0,9,0,0,0,0,0,0
2018-11-11,BH,728x1280,5,745,0,0,0,0,0,0
2018-11-11,UA,320x480,738,7163,0,0,0,0,0,0
2018-11-11,LA,1024x768,27,8718,0,0,0,0,0,0
2018-11-11,ID,300x250,1840,36054,0,0,0,0,0,0
2018-11-11,OM,728x1280,2,409,0,0,0,0,0,0
2018-11-11,CL,728x1280,10,6218,2,20.00,0,.30,1.50,0
2018-11-11,US,375x0,2,0,0,0,0,0,0,0
2018-11-11,LB,720x1080,2,36,0,0,0,0,0,0
2018-11-11,TG,480x320,46,45,0,0,0,0,0,0
2018-11-11,SG,320x50,268,399,0,0,0,0,0,0
2018-11-11,BR,400x300,0,9,0,0,0,0,0,0
2018-11-11,CL,728x1024,91,82709,45,49.45,.07,.78,1.59,0
2018-11-11,JM,480x320,108,118,0,0,0,0,0,0
2018-11-11,BW,728x1024,1,836,0,0,0,0,0,0
2018-11-11,BM,1024x768,1,190,0,0,0,0,0,0
2018-11-11,NL,1024x768,49,1845,0,0,0,0,0,0
2018-11-11,PT,300x250,488,1954,0,0,0,0,0,0
2018-11-11,AD,720x1280,1,136,0,0,0,0,0,0
2018-11-11,BG,480x320,97,154,0,0,0,0,0,0
2018-11-11,CH,1920x1080,161,14599,16,9.93,.02,.16,1.68,0
2018-11-11,YT,320x480,10,45,0,0,0,0,0,0
2018-11-11,MV,320x480,45,236,0,0,0,0,0,0
2018-11-11,BJ,768x1024,4,1527,0,0,0,0,0,0
2018-11-11,BR,1024x768,3796,850344,539,14.19,.98,.26,1.83,.07
2018-11-11,VN,1280x720,6,0,0,0,0,0,0,0
2018-11-11,BD,728x1280,25,2781,0,0,0,0,0,0
2018-11-11,TH,1920x1080,2,318,0,0,0,0,0,0
2018-11-11,IR,320x480,12,4599,2,16.66,0,.36,2.20,0
2018-11-11,IE,1280x720,235,20899,0,0,0,0,0,0
2018-11-11,IN,0x0,100,9,0,0,0,0,0,0
2018-11-11,IM,1920x1080,127,5436,17,13.38,.02,.21,1.60,.01
2018-11-11,GG,1920x1080,1,9,0,0,0,0,0,0
2018-11-11,OM,1024x768,3,372,0,0,0,0,0,0
2018-11-11,US,200x480,9,1090,9,100.00,.04,4.55,4.55,.03
2018-11-11,MV,728x1024,1,72,0,0,0,0,0,0
2018-11-11,CF,480x320,41,63,0,0,0,0,0,0
2018-11-11,GE,1280x720,1,99,0,0,0,0,0,0
2018-11-11,SE,480x360,1,0,0,0,0,0,0,0
2018-11-11,HN,720x1280,7,1999,0,0,0,0,0,0
2018-11-11,WF,300x250,40,45,0,0,0,0,0,0
2018-11-11,TZ,1280x728,2,0,0,0,0,0,0,0
2018-11-11,ZW,768x1024,12,4027,0,0,0,0,0,0
2018-11-11,US,480x360,1096,193563,136,12.40,.25,.23,1.85,.20
2018-11-11,CR,768x1024,580,225172,67,11.55,.10,.17,1.50,.02
2018-11-11,AR,480x320,5149,22009,0,0,0,0,0,0
2018-11-11,MO,728x1024,1,9,0,0,0,0,0,0
2018-11-11,SG,0x0,0,172,0,0,0,0,0,0
2018-11-11,PL,728x1280,1,0,0,0,0,0,0,0
2018-11-11,LI,768x1024,1,0,0,0,0,0,0,0
2018-11-11,TV,320x480,0,72,0,0,0,0,0,0
2018-11-11,KE,300x250,466,1099,1,.21,0,0,1.25,0
2018-11-11,KW,1920x1080,4,0,0,0,0,0,0,0
2018-11-11,QA,1024x768,46,1072,0,0,0,0,0,0
2018-11-11,KE,400x728,1,299,0,0,0,0,0,0
2018-11-11,NO,1920x1080,20,1154,23,114.99,.03,1.89,1.65,.01
2018-11-11,KG,1280x720,1,463,0,0,0,0,0,0
2018-11-11,GE,1024x768,3,572,0,0,0,0,0,0
2018-11-11,TR,768x1024,98,11727,0,0,0,0,0,0
2018-11-11,MV,400x728,1,309,0,0,0,0,0,0
2018-11-11,PE,728x1024,1002,294045,106,10.57,.16,.16,1.60,0
2018-11-11,CD,320x480,33,109,0,0,0,0,0,0
2018-11-11,TJ,1024x768,3,154,0,0,0,0,0,0
2018-11-11,AR,1920x1080,634,92827,33,5.20,.04,.07,1.43,0
2018-11-11,CH,480x360,1,0,1,100.00,0,2.50,2.50,0
2018-11-11,LY,300x250,990,1227,0,0,0,0,0,0
2018-11-11,EG,1280x720,20,4181,0,0,0,0,0,0
2018-11-11,UY,320x480,194,345,0,0,0,0,0,0
2018-11-11,AR,1280x720,1146,196136,34,2.96,.04,.04,1.46,0
2018-11-11,IN,320x50,10042,31690,1,0,0,0,1.50,0
2018-11-11,CA,640x480,3,327,1,33.33,0,.63,1.89,0
2018-11-11,KW,1024x768,1450,288281,248,17.10,.45,.31,1.83,0
2018-11-11,XK,320x480,0,9,0,0,0,0,0,0
2018-11-11,SI,1024x768,0,581,0,0,0,0,0,0
2018-11-11,BB,728x1024,1,90,0,0,0,0,0,0
2018-11-11,TZ,1280x720,45,2018,0,0,0,0,0,0
